"DOG_NAME","breed","age","gender","description","shelter_address","shelter_name"
H25-009 Hera,Herdenschutzhund,"4 years",Female,"",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
Tango,Deutscher Schäferhund,"10 years",Male,"Tango has been found. Unfortunately, we cannot say what his past was like. This impressive male is somewhat insecure upon first meeting and occasionally appears fearful – he probably hasn't always had the best experiences with people and was also handled too roughly. However, once he's warmed up, he loves his caregivers more than anything. He also shows this through his very strong protective instinct. Tango responds well to toys, but can also become cocky and disrespectful once he's gained trust. Attending a good dog school is a prerequisite for channeling his protective instincts and energy.
For the handsome Tango, we are looking for active people with experience with dogs, ideally living in a rural area with a house and garden and having plenty of time for shared activities. Unfortunately, Tango is not suitable for an apartment. This handsome fellow is very alert, typical of the breed, and is also aggressive towards strangers and dogs. Children should not live in the household. Tango must be muzzled whenever he goes outside.
If you would like to meet Tango, you should be prepared for several visits to the animal shelter. A dog trainer would accompany him to the adoption process.
If you have any further questions, please contact his animal caretakers at Benji-Haus at +49 30 76888-212. We look forward to hearing from you!","Hausvaterweg 39, 13057 Berlin, Germany",Tierheim Berlin
Nala,Mischling ,"7 years",Female,"SOS Forgotten Paws Animal Welfare e.V.
My name is Nala. I was born in 2018 and I'm 45cm tall. For the past three years, I've been alone with my owner since my master passed away. I've developed a very close bond, so strangers are a big challenge for me, and I defend my territory. I now need a good, experienced person by my side who will give me trust and security (behavior training sessions may be necessary). My aggression towards others is a sign of fear and insecurity. I need clear rules and someone who can show me that the world isn't dangerous. You should invest time and patience so that I can open up. Once I've gained trust, I'm very affectionate, cuddly, and love to play. I can stay alone and know basic commands. I get along well with other dogs. There should be no children in my new home. Our foster home cannot keep Nala permanently at the moment, but is looking with us for a suitable, experienced home. If you are interested, you can find out more about Nala at her current foster home - just get in touch with us so we can put you in touch.
I am being placed through the association SOS Vergessene Pfoten Tierschutz e.V. with a protection contract and for a protection fee of 550,- EUR. Of course, I have already been vaccinated, microchipped, dewormed and neutered. I am also already registered with Tasso. You can buy a suitable safety harness, normal harness, collar and leash for me from us in like-new condition. This starter package ensures that I feel safe, secure and well cared for right from the start.
I would like a home full of warmth, understanding and love. Then nothing stands in the way of us becoming best friends for life.","Alter Henkhauser Weg 58, 58119 Hagen, Deutschland",SOS Vergessene Pfoten e.V.
Joseph,English Bulldog Mix,"7 years",Male,"",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
Sam,Olde English Bulldog,"3 years",Male,"",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
Lucky,Mischling,"17 years",Male,"",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
Jack,Am. Staff Terrier,"12 years",Male,Here comes Jack! This poor guy has been in the Berlin animal shelter for five years. We hope he finally gets a new chance at his own home here!,"Kleinherbeder Straße 23, 44892 Bochum, Germany",Tierheim Bochum
Fungo,Jack Russell Mix,"12 years","","",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
Rufus,Mischling,"2023 years",Male,"Rufus has two hearts beating in his chest. On the one hand, he's the absolutely funny, playful, and cuddly clown. On the other hand, he's also the scaredy-cat who can't (yet) assess many things (people, objects, other dogs) and therefore quickly becomes unsettled. Unfortunately, his motto in these situations is: ""Attack is the best defense."" However, he's becoming increasingly easy to talk to and distract, provided this happens early enough. He actually wants to please, but he's still finding it difficult to abandon his established strategy. If he does something right and you show him, he's incredibly happy, and you can see how proud he is of himself. He's even learned a few basic commands. He already knows sit, stay, and here.
 
 ","Kaltensondheimer Str. 52, 97318 Kitzingen, Deutschland",Tierschutzverein Kitzingen Stadt und Landkreis e.V.
Bubbles,Deutsche Dogge Mix ,"1 year",Male,"Bubbles unfortunately returned from his trial stay because he showed a lot more there than he has shown here.
Unfortunately, he is a traveling trophy from the classifieds and has had several previous owners in his short life.
Bubbles is very curious, open-minded, but also uninhibited and will go headfirst into something if he finds something interesting.
Bubbles has shown that he can also use his teeth.","Liebigstraße 51, 47608 Geldern, Germany",Tierheim Geldern
Tasmani ,Rottweiler,"5 years",Male,"Tasmanians are open and friendly dogs toward people.
This describes a behavior in which the dog develops an excessive and obsessive fixation on ball games or toys. These dogs display an extreme addiction to balls/toys, so much so that they lose interest in other things.
He becomes highly aroused as soon as a toy is in sight, which can lead to uncontrolled behavior.
The end of the game leads to stress and restlessness, as he wants to repeat the thrill of the game.","Liebigstraße 51, 47608 Geldern, Germany",Tierheim Geldern
Danny,Mischling,"15 years",Male,"",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
Max,Chihuahua-JackRussell-Zwergpinscher-Mix,"8 years","","",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
Viet,Englischer Bulldoggen-Mix,"10 years",Male,"",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
Nagini,Alabai-Mix,"5 years",Female,"Nagini came to the animal shelter from a confiscated animal. This beautiful young dog has become very friendly with us. While she's initially a bit insecure around strangers, if you give her space and let her decide for herself when she wants to make contact, the ice quickly breaks, and Nagini reveals her cuddly side.
The Alabai, or Central Asian Shepherd Dog, is a herd protector. These dogs cannot be handled by just anyone; they need dedicated caregivers who guide the dog with confident composure. Physically, herd protectors like Nagini are very strong. They were bred to protect grazing animals from large attackers, such as wolves. This requires courage and decisiveness, which is why herd protectors tend to quickly step forward when they feel threatened.
Due to her breed, Nagini will only be adopted by people with a lot of dog experience (ideally, herd protectors) and a house and garden. Whether she gets along with other dogs depends on how well they interact. Older, sensible children, about 12 years and older, are no problem for her.
If you would like to get to know our wonderful Nagini, please plan several visits. If you are interested or have any questions, please contact her animal caretakers at Struppi-Haus by phone at +49 30 76888-156. We look forward to hearing from you!","Hausvaterweg 39, 13057 Berlin, Germany",Tierheim Berlin
TJ (Tommy Junior),Staffordshire-Mix,"7 years",Male,"Tommy Junior, a.k.a. TJ, came to our shelter after being confiscated for violating animal protection laws. So far, he has been very distrustful of people. Unfortunately, he has experienced biting incidents with humans and his former owners in the past. Currently, he doesn't (yet) accept anyone approaching his caregiver or his basket. He also defends his food and bowls.
TJ is therefore looking for people with experience with dogs who can come to us frequently to get to know him. TJ walks well on a leash and doesn't often bully other dogs. He knows basic commands and is also comfortable riding in a car. We suspect he can be left alone for a few hours.
For our TJ, we are looking for very confident, experienced people who can offer him security and structure with clear rules. He needs a quiet home, preferably on the ground floor, as he has orthopedic problems. There should be no children in the household. Please note that due to his breed, TJ is subject to muzzle and leash requirements in Berlin, and landlord approval is required for his ownership.
Would you like to give our TJ a chance or do you have any questions? Please fill out the form below. We look forward to hearing from you.","Hausvaterweg 39, 13057 Berlin, Germany",Tierheim Berlin
Arkor,Rottweiler,"4 years","","",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
Snacks,Malinois-Mix,"10 years",Male,"",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
Stanley,Amarican Staffordshire Terrier,"4 years",Male,"",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
Bali,Taiwanhund-Mix,"10 years",Male,"Bali originally came from Taiwan and was given up here by his owners because they were overwhelmed with him. He is house-trained, knows basic commands, and calmly walks past other dogs. Whether he can be left alone will need to be tested and, if necessary, patiently trained.
Bali is a true prince of one's own; he dislikes other dogs at all. If they come too close, he might snap. He is very insecure and skeptical of strangers. Here, too, he would snap if someone came too close. Unfortunately, this has led to biting incidents. However, once he gains trust, he is very friendly to people he knows.
For Bali, we are looking for people who have experience with foreign dogs and know how to handle him defending resources. His new home should be in a quieter location, away from a noisy urban area. Ideally, he will have a securely fenced garden where he can run around. Bali also has a strong hunting instinct, which is why imitation hunting games are not for him. Children should not live in the household. Please note that several visits to get to know Bali will be necessary.
If you would like to give Bali a loving home or have any questions about him, please contact his keepers by phone at +49 30 76888-264 or fill out the inquiry form below.","Hausvaterweg 39, 13057 Berlin, Germany",Tierheim Berlin
Luna,Malinois-Boxer-Mischling,"5 years",Female,"",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
Moppi,XL-Bully-Mix,"4 years","","",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
Benny,Altdeutscher Schäferhund,"9 years",Male,"Male Benny
Age: 9 years (born 2016)
Gender: male
Benny came to us because his previous family's living circumstances had changed. At first, he was distrustful of people and made it clear. However, with patience and calm, experienced guidance, he has settled in well. Once he gains trust and realizes that no harm is meant him, he is a loyal, loving companion who enjoys attention and petting.","Blumenower Straße 3, 16798 Fürstenberg/Havel, Germany",Tierschutzverein OHV e.V.
Maylo,Golden Retriever,"9 years",Male,"Male Maylo
Age: 9 years (born Sept. 2016)
Gender: Male
Maylo is a loving and affectionate dog who enjoys being petted. His friendly nature makes him a great companion for people with experience with dogs.","Blumenower Straße 3, 16798 Fürstenberg/Havel, Germany",Tierschutzverein OHV e.V.
Jasko,Mischling ,"5 years",Male,"SOS Forgotten Paws e.V.
Dear paw friends, my name is Jasko and I was born in mid-2020. At 55 cm at the shoulder, I am a stately male - black as night, with a white chest and a faithful gaze that hits you right in the heart. And what else do I have? A real character dog - friendly, cuddly but with a lot of energy. I love long walks, I love being outdoors, but I also enjoy cuddling with my humans. When it comes to my fellow dogs, especially (males), I decide based on sympathy - I'm not a follower, but a (single) dog with personality. Children should be older and stable in my new home, because I'm a strong guy with power. Things can get a bit boisterous when playing or greeting people. What am I still missing? Loving people with experience with dogs who can guide me, give me security, and are eager to go through life with me. I bring a lot of love – and if the chemistry is right, you'll find a loyal companion for life in me.
I will be rehomed with a protection contract and for a protection fee of €550. I am, of course, vaccinated, microchipped, dewormed, neutered, and already registered with Tasso. You can purchase a matching safety harness, regular harness, collar, and leash from us in like-new condition. This starter package ensures that I feel safe, secure, and well cared for right from the start.
Interested? Then I look forward to getting to know you! You are welcome to visit me by appointment to give me a forever basket.","Alter Henkhauser Weg 58, 58119 Hagen, Deutschland",SOS Vergessene Pfoten e.V.
Speedy,Mischling,"5 years",Male,"Speedy - a sensitive companion with potential!
Speedy has unfortunately had bad experiences with men in the past, which is why we would prefer to place him in a female household.
It is important to pay attention to his body language and respect his boundaries. There have been several biting incidents in the past, so his new owner should be experienced with dogs and be able to lead him confidently.
Speedy is an intelligent dog who loves learning new things. He particularly enjoys nose work and is a great way to stimulate his mind. He has a slight hunting instinct, which is why off-leash running is only possible with appropriate security. He's used to wearing a muzzle and should continue to wear it in certain situations.","Benk 13, 84347 Pfarrkirchen, Deutschland",Tierheim Benk
Aron,Schäferhund-Mischling,"11 years",Male,"My name is Aron, I'm a spry old dog and I'm urgently looking for a home!
After the auto repair shop I was allowed to guard for almost my entire life was sold, I had to go to the animal shelter. I've been sitting here since October 2024 and I don't understand what's going on. Everyday life in the animal shelter is extremely stressful for me. This manifests itself in the fact that I bark incessantly in my kennel because I just want to be with people. Furthermore, all the stress is really upsetting my stomach, so I've lost (too) many pounds. My keepers are very worried about me because they're afraid I'll starve to death from a full bowl. The animal shelter also diagnosed me with hypothyroidism and pancreatitis. Both are well controlled with medication and special food.
I generally get along well with other dogs, but I would still like a home or a foster home as a single prince, as I really enjoy spending a lot of time with my humans. Encounters with dogs on a leash are a big challenge for me, as I used to have to keep intruders away as a guard dog. My regular dog walker is already working hard on this with me.
An overnight trip to my regular dog walker showed that I calm down quite quickly after a bit of excitement indoors. My greatest wish is a comfortable basket with loving people who have plenty of time and perhaps some German Shepherd experience in a quiet, rural area, where I can finally settle in and enjoy my retirement. Children are not a problem either, but ideally they should already be teenagers so that they can grow up to me physically. I love long walks in nature and, despite my age, I'm still pretty fit and agile.","Str. d. Freundschaft 62, 04571 Rötha, Deutschland",Tierschutzverein Leipziger Land e. V.
Aska,Schäferhund,"10 years",Female,"My name is Aska, and I came to the Schwebheim shelter via another animal shelter. I've proven myself to be very outgoing, cuddly, and people-oriented. As is typical for my breed, I'm very agile and like to be kept busy. Larger, stable children would be no problem for me. I get along well with male dogs, but with female dogs, it's a matter of mutual sympathy. Cats still need to be tested. Because I suffer from an eye condition, I'm not allowed in direct sunlight and wear sunglasses when I go for walks.","Alfred-Gärtner-Platz 3, 97525 Schwebheim, Germany",Tierheim Schwebheim
Tommy sucht das Abenteuer,Riesenschnauzer-Malinois-Mischling,"4 years",Male,"It's urgent: The cheerful Tommy has to move because his owner is seriously ill and can no longer keep him. Tommy can't be kept busy enough to keep him active and is suffering from the situation.
Tommy needs training and guidance when interacting with other dogs - he's friendly, but his 50 kg weight really wants to be with other dogs. Not every dog is happy about that...
Tommy can be met in Göttingen; we will forward inquiries immediately. He isn't at our dog park yet - he should stay with his owner as long as possible. It's very urgent so he doesn't have to move into our animal shelter.","Mitteldorfstraße 2, 37127 Niemetal, Deutschland",Aktiv für Hunde in Not e.V.
Luigi,Staffordshire-Mix,"4 years","","",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
Junior,Staffordshire-Rottweiler-Mix,"9 years","","",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
Phex,Belgischer Schäferhund Mischling,"10 years",Male,"Phex is alert, playful, and a bit of an acrobat, which means you should have a high, escape-proof fence around your property. Phex needs a job and would be well-suited for athletic activities, so he's looking for people who are also active. He has been and is still being worked with at the animal shelter; he's mastered the basics of dog training and enjoys learning. We're looking for experienced people for Phex who can keep him mentally and physically active and stimulated. He's only moderately compatible with other dogs (female dogs are generally accepted). Phex takes a while to accept new people, but once he's gained trust, he's a loyal companion.","Blumenower Straße 3, 16798 Fürstenberg/Havel, Germany",Tierschutzverein OHV e.V.
Joker,Malinois,"6 years",Male,"",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
Tobi,Labrador-Mischling,"6 years",Male,"Der Labrador Mischling Tobi kam zusammen mit Paco von einem unserer Mitgliedvereine zu uns auf den Sonnenhof. Ursprünglich kamen die beiden in ein Tierheim, da ihre Vorbesitzer leider verstorben sind.
Er liebt es, zu spielen besonders mit Bällen und ist für Leckerlis immer zu begeistern. An der Leine zieht Tobi noch recht kräftig, doch er ist lernwillig und braucht konsequentes Training. Erfahrung im Umgang mit unsicheren Hunden ist für seine zukünftigen Menschen daher wichtig.
Für Tobi suchen wir ein liebevolles, erfahrenes Zuhause, in dem er Sicherheit, klare Strukturen und ausreichend Beschäftigung findet. Wer ihm mit Ruhe und Verständnis begegnet, wird in ihm einen loyalen und fröhlichen Begleiter gewinnen.
Vorgesehen sind mindestens drei Besuche auf dem Sonnenhof. Diese Besuche liegen uns am Herzen, denn in dieser Zeit können Sie Ihren potenziellen Schützling, und er Sie, kennenlernen. Bevor der Hund dann schließlich bei Ihnen einziehen kann, führen wir eine Vorkontrolle bei Ihnen zuhause durch.","Hochkreit 8, 82401 Rottenbuch, Deutschland","Sonnenhof für Mensch und Tier, eine Einrichtung vom Deutschen Tierschutzbund e.V."
Charly,Schäferhund,"8 years",Male,"",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
Dante,Mastino-Mix,"6 years",Male,"",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
Ylva,Mischling,"",Female,"Ylva came to our animal shelter from Romania at the beginning of the year. The 7-year-old dog is a true dream dog. She loves people and walks well on a leash. She loves being outdoors and enjoys long walks and hikes. She ignores cars and other dogs. She loves to cuddle and enjoys being petted. She also learns incredibly quickly and always has her owner in mind. We can easily imagine Ylva in a family with little dog experience who is willing to give a not-so-young dog a loving and reliable home. Young-at-heart retirees who spend a lot of time outdoors and with whom Ylva could learn a lot of new things would also certainly be a good fit. If you are interested, simply send a short email to buero@tierheim-tuttlingen.de and arrange a meeting.","Beim Tierheim 1, 78532 Tuttlingen, Germany",Kreistierschutzverein Tuttlingen u.U. e.V.
Zabou,Dobermann-Cane Corso Mix ,"8 years",Male,"Zabou has been waiting for a suitable home for some time.
He is very affectionate and cuddly with people he knows.
He is an insecure dog who prefers to steer clear of the situation.
Zabou is looking for a quiet, rural home in a small family household, without many visitors.","Liebigstraße 51, 47608 Geldern, Germany",Tierheim Geldern
Charly,Frz. Bulldogg-Mix,"12 years",Male,"",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
Marty,Mischling ,"1 year",Male,"SOS Forgotten Paws e.V.
Dear Paw Lovers, my name is Marty, I was born in October 2024, and I'm 53 cm tall, so I'm fully grown. I feel very comfortable with my foster dad, Torsten, and I even go to the office with him. I'm also familiar with doggy daycare. I'm a bit timid around new people, so I absolutely need experienced dog owners who can patiently, lovingly, and with empathy show me that life can be beautiful and safe. I'm a young male dog with great potential who wants to explore the world and needs loving companionship. I get along very well with other dogs. Cats aren't a requirement for my new home. Teenagers are welcome to be part of my family if they treat me respectfully and give me the space I need initially. Basic dog training should be refreshed. With your support, I will learn diligently and soon be a loyal companion by your side. If you have the patience and heart to provide security for a sensitive dog like me, then I promise to give you my complete trust and love. I am being rehomed through the animal welfare organization SOS Vergessene Pfoten Tierschutz e.V. (SOS Forgotten Paws Animal Welfare) with a protection contract and for a protection fee of €550. I am, of course, vaccinated, microchipped, dewormed, neutered, and already registered with Tasso. You can purchase a suitable, like-new safety harness, collar, and leash for me from our organization. This starter kit will ensure that I feel safe, secure, and well cared for from the very beginning. If you can imagine adopting me, please feel free to contact us. You can also visit me in Dortmund by prior arrangement.
We would be very happy if you followed us in the Facebook group, on Instagram and TikTok. There you will gain many insights into our work, the association, and of course, our furry friends. Animal Encounters on Saturday, November 8, 2025, from 2:00 PM to 5:00 PM and on November 9, 2025, from 3:00 PM to 5:00 PM at Alter Henkhauser Weg 58 in 58119 Hagen. We look forward to your visit! 💚 Rehoming dogs throughout Europe/no direct rehoming 💜 Active animal welfare since 2009 in Bosnia 💚 Rescue of dogs from the Gradiska kill shelter 💜 Educational work in Bosnia Tel.: 0160/96925678
Your Marty","Alter Henkhauser Weg 58, 58119 Hagen, Deutschland",SOS Vergessene Pfoten e.V.
Chido,Malinois,"9 years",Male,"",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
H21-049 Fritzi,Mischling,"10 years",Male,"Fritzi – A Broken Soul Seeks Support and a Heart
Fritzi is no easy task – but for the right person, he could be the greatest gift. This impressive mix of Great Dane, Labrador, and Malinois has clearly experienced a lot of bad things in his life so far. His trust in people has been shaken, and he shows this clearly when strangers get too close.
Fritzi reacts very sensitively to anything he perceives as a threat. Harsh, loud voices or careless movements like raising a hand can trigger fear in him. That's why he absolutely needs a home with someone experienced in dogs, someone who understands his language, acts with foresight, and accompanies him safely through life.
Fritzi isn't looking for just anyone – he's looking for the one person who truly sees him. Give him a chance to rewrite his story.","Am Tierheim 1, 15757 Halbe, Deutschland",Tierheim Märkisch Buchholz
Rufus,Schäferhund,"2 years",Male,"Rufus was found in Leer, and unfortunately, no owner could be identified. Rufus is now looking for a new home.
His almost-new owner, however, regularly walks Rufus and is looking for a great family for a great dog.
Rufus's behavior is very typical of a German Shepherd. As long as he is led consistently, firmly, and calmly, he is an uncomplicated and easy-to-handle dog. However, if he feels he has to sort things out on his own, he will display undesirable behavior (e.g., leash aggression).
Rufus reacts to movement stimuli and has difficulty dealing with hectic behavior (e.g., excited other dogs). Our dog trainer is currently working with Rufus on alternative behavior, and he is very willing to learn.","Augustfehner Straße 8, 26670 Uplengen, Germany",Tierheim Jübberde
Shadow,American Bulldog,"3 years",Male,"The handsome Shadow is looking for a new home with people experienced with dogs. Shadow is a very active young dog who needs plenty of exercise. He would prefer a house with a property where he can romp around. Shadow is relatively compatible with other dogs. On walks, Shadow is not a problem with other dogs, but we see him as an only dog in his new home. Shadow needs people who can give him clear rules and set boundaries; otherwise, he likes to resolve situations on his own and can be very protective. We would like Shadow to live in a quiet household without children.","Ausbau 2a, 39288 Burg (bei Magdeburg), Deutschland",Tierheim Burg/Schartau
Hajo,Schäferhund- Mix,"5 years",Male,"",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
Goliath,Schäferhund-Mix,"10 years",Male,"Charming, more charming, Goliath! He comes from an inheritance and needs a moment to gain trust in people. But once he does, he's a loyal companion who doesn't miss a cuddle. Belly rubs, requests to play, and happy dances are the order of the day.
In stressful situations, Goliath becomes insecure, but is easily motivated with treats and enjoys learning new things. If he does steal a blanket or something similar, you can negotiate a trade with him for sausages, so he'll give it back. Classic ball games aren't really his thing. A long walk with a dip in the lake is more appealing to this water lover.
Goliath currently lives with other dogs, which is why a home with a confident, relaxed female dog is also an option for him. We are looking for people with experience with dogs who are both empathetic and have the necessary consistency to provide structure for this little rascal. Children should not live in the household.
If you would like to meet Goliath or have any questions, please contact his animal caretakers at +49 30 76888-204 or fill out the form below. Please plan several visits to the shelter to get to know him. We look forward to hearing from you.","Hausvaterweg 39, 13057 Berlin, Germany",Tierheim Berlin
Giovanni,Rottweiler,"8 years",Male,"Male Giovanni
Age: 8 years (born February 2, 2017)
Gender: Male
Giovanni came to our animal shelter as a security guard for the veterinary office. Previously, he worked as a night guard. Giovanni is friendly, open-minded, and affectionate towards people.","Blumenower Straße 3, 16798 Fürstenberg/Havel, Germany",Tierschutzverein OHV e.V.
Ted,Staffordshire-Mix,"4 years",Male,"Ted has been found. This handsome little fellow is very lively and still quite unruly. He gets very stressed around other dogs and doesn't particularly like them. However, he is house-trained and knows basic commands. Although he is people-oriented, he enjoys testing himself out on them. Attending dog training is therefore urgently required. Due to his breed, imitation hunting games are taboo for him.
We are looking for people with experience with this breed for Ted. He needs a quiet environment; city life is not for him at all. His new home should not include children, cats, or other animals. Please also note that due to his breed, Ted is subject to muzzle and leash requirements, and landlord approval is required for his ownership.
If you would like to meet Ted or have any questions about him, please contact his animal caretakers at +49 30 76888-204 or fill out the form below. We look forward to your inquiry.","Hausvaterweg 39, 13057 Berlin, Germany",Tierheim Berlin
Masou,American Bulldog,"6 years",Male,"",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
Nami,Kangal-Hirtenhund Mix,"13 years",Female,"",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
Beau,Mischling,"6 years",Male,"Beau is a rather insecure dog who tends to cover this insecurity by being aggressive. Once you gain his trust, he is docile and open. To gain this trust, a very calm, confident demeanor is required from the owner(s). Insecurity and hectic behavior are quickly transferred to him, which is why Beau cannot be rehomed to dog beginners or families with children. He already has a near-perfect grasp of the basics of dog training. Due to his insecurity around people, he wears a muzzle on walks, but he is already very accustomed to it. He is very friendly and interested towards other dogs, but here, too, sympathy is the deciding factor.","Koppelweide 3, 51674 Wiehl, Germany",Tierheim Koppelweide
Pablo,Dt. Schäferhund,"8 years","","",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
Manouka,Mischling,"2 years",Female,"Manouka didn't have an easy start in life. She is the only one of her litter to survive. She was also born with only one eye. However, this small disability doesn't bother her at all.


Manouka is very eager to learn and already knows a few basic commands. However, her new owners should be prepared for the fact that Manouka still needs further training due to her young age. She also shouldn't be left alone in her new home right away. Manouka needs patience and time to adjust to her new owners' everyday life.
Other dogs are very important to Manouka. She loves being surrounded by her canine friends and loves to romp and play. Other dogs also provide her with a lot of security and guidance, so we would like to find her a home where a confident dog already lives.","Eichholz, 70794 Filderstadt, Germany",Tierschutzverein Tierfreunde Filderstadt e.V.
Cobi,Dobermann,"","","",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
Donnie,Schnauzer-Mix,"6 years","","",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
Günni sucht seine besonderen Menschen,Mischling,"5 years",Male,"Günni is in a class of his own: As a very insecure and easily overexcited dog, he was returned from adoption after more than a year. Due to insecurity, Günni strode forward strongly and couldn't take a calm step outside. He barked loudly at everything and everyone.
From the very beginning, Günni couldn't calmly step out of the front door because everything in the city stressed him out (children, people, bicycles). He is a bit more relaxed in a rural setting.
He can be met in Varlosen by appointment. If you are interested, a detailed interview will be arranged. Contact Martina Achilles at 0162-7100897 or via email at aktivverein@aktiv-fuer-hunde-in-not.de","Mitteldorfstraße 2, 37127 Niemetal, Deutschland",Aktiv für Hunde in Not e.V.
H21-022 Blanco,Dogo Argentino,"6 years",Male,"",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
Jankee,Dackel-Mix,"2 years",Male,"Jankee is a handsome male Dachshund mix, approximately 2 to 3 years old. He is about 35 cm tall. Jankee's Dachshund heritage is undeniable. He gets along well with other dogs but would prefer to be the only pet in his new home. His new family should be experienced with Dachshunds and able to set boundaries for Jankee with loving consistency. He gets along well with children, but they shouldn't be too young. Please call the animal shelter to arrange a meeting if you are interested in welcoming Jankee into your family: Tel. 02333 -72068.","Strückerberger Straße 100A, 58256 Ennepetal, Deutschland",Tierheim Strückerberg e.V.
Yuki,Mischling ,"6 years",Male,"SOS Forgotten Paws Animal Welfare Association
Dear two-legged friends, this is me, and my name is Yuki!



","Alter Henkhauser Weg 58, 58119 Hagen, Deutschland",SOS Vergessene Pfoten e.V.
Bandina,Mischling,"7 months",Female,"SOS Vergessene Pfoten
Hallo ihr Lieben, ich bin Bandina, ein junges Hundemädchen mit weichem, dreifarbigem Fell und großen Kulleraugen, die direkt in die Herzen schauen. Laut Tierarzt wurde ich im Mai 2025 geboren. Mit meinen etwa 35 cm bin ich noch klein, werde aber später zu einer mittelgroßen Hündin (ca. 40–48 cm) heranwachsen. Ich bin ein sanftes, freundliches Wesen und brauche Menschen, die mir Zeit geben, in Ruhe anzukommen. Die Welt ist für mich noch neu. Fremde Situationen, laute Geräusche oder schnelle Bewegungen können mich verunsichern. Menschen finde ich grundsätzlich toll und ich fasse relativ schnell Vertrauen, doch plötzliche Bewegungen oder Berührungen von oben machen mir noch ein bisschen Angst. Mit Geduld, Liebe und einem ruhigen Umfeld werde ich aber sicher schnell lernen, dass ich nichts zu befürchten habe. Mit anderen Hunden verstehe ich mich gut, allerdings neige ich dazu, meine Bezugsperson sehr für mich zu beanspruchen. Deshalb wäre es schön, wenn keine weiteren Hunde im eigenen Haushalt leben. Spaziergänge oder Treffen mit Artgenossen sind aber völlig in Ordnung. Katzen sind kein Problem für mich, mit ihnen komme ich gut zurecht. Kinder sind ebenfalls in Ordnung, solange sie ruhig, rücksichtsvoll und nicht zu hektisch sind, denn meine sensible Art möchte respektiert werden. Das Hunde 1×1 lerne ich gerade noch, aber ich gebe mir Mühe und lerne am liebsten in meinem eigenen Tempo. Ich wünsche mir ein Zuhause, in dem ich Vertrauen aufbauen darf bei Menschen, die mich nicht drängen, sondern mir zeigen, wie schön und sicher die Welt sein kann. Wenn du das Gefühl hast, dass wir zusammenpassen könnten, dann melde dich gern bei mir.
Vermittelt werde ich mit einem Schutzvertrag und gegen eine Schutzgebühr von 550,- EUR. Ich bin selbstverständlich geimpft, gechipt und entwurmt und bereits bei Tasso registriert. Du kannst bei uns im Verein für mich ein passendes Sicherheitsgeschirr, normales Geschirr, Halsband und Leine neuwertig erwerben. Dieses Starterpaket sorgt dafür, dass ich mich von Anfang an sicher, geborgen und gut versorgt fühle.
Wir würden uns sehr freuen, wenn Ihr uns in der Facebookgruppe, auf Instagram und TikTok folgt. Dort bekommt Ihr viele Einblicke in unsere Arbeit, den Verein und natürlich über unsere Fellnasen.","Alter Henkhauser Weg 58, 58119 Hagen, Deutschland",SOS Vergessene Pfoten e.V.
Strudel (Amiga),Pudel-Mix,"1 year","","",https://getbalu.com/pets/dog,https://getbalu.com/pets/dog
